place_id,lat,lon,name,rating,intl_phone_nr,review_count,busstop_id,price_level,opening_hours,website,photo_reference,types,full_busstop_id
ChIJ-c2KcBfzGGARmop27jfXkqM,35.6734443,139.6678118,椿屋カフェ フレンテ笹塚店,3.4,+81 3-5738-8210,5,Izumiicchoume,2,"[u'Monday: 10:00 AM \u2013 10:00 PM', u'Tuesday: 10:00 AM \u2013 10:00 PM', u'Wednesday: 10:00 AM \u2013 10:00 PM', u'Thursday: 10:00 AM \u2013 10:00 PM', u'Friday: 10:00 AM \u2013 10:00 PM', u'Saturday: 10:00 AM \u2013 10:00 PM', u'Sunday: 10:00 AM \u2013 10:00 PM']",http://www.towafood-net.co.jp/cafe/store/tsubakiyacafe_sasaduka/tabid/387/Default.aspx,CmRaAAAATJ-IxrlgZ3nFMpvTlbDhUcePdTBIH2qKYvPAZbX65VlJZV9XihjXEN4cmcNgJz-siQ6vQZWY35uLgRtUAJoA9dWxjTVtM8GntcqXPH0Syj9SvvLg3mYbrOqqI1z2EGjFEhAEZSz_ZIkU5hWpuiKzu027GhRuf8maSfhUgmIPBj4zt-pkJopDtA,"[u'cafe', u'food', u'point_of_interest', u'establishment']",Toei.Izumiicchoume.98.1
ChIJfXGwcBfzGGAR2RVngIPAu-c,35.6734443,139.6678118,?saka ?sh? Sasazuka,2.7,+81 3-5738-2232,5,Izumiicchoume,1,"[u'Monday: 11:00 AM \u2013 11:00 PM', u'Tuesday: 11:00 AM \u2013 11:00 PM', u'Wednesday: 11:00 AM \u2013 11:00 PM', u'Thursday: 11:00 AM \u2013 11:00 PM', u'Friday: 11:00 AM \u2013 11:00 PM', u'Saturday: 11:00 AM \u2013 11:00 PM', u'Sunday: 11:00 AM \u2013 11:00 PM']",http://www.osaka-ohsho.com/store/detail.php?area=tokyo&id=sasazuka,CmRaAAAA9naMb7GKntnBAEHqD21sMXH8DaDwa5fuKn2s8NpdajXeTRi5Hi8-T4MRTBQOAm1Vu56q6UrgW54Xamx4kGq-TBsaf0eh6s8rnabVgwbTOI-sQcID8i4PSpZ-rqGtgwl5EhAN3z0HN0MYcGwBc_H3QJaEGhQWMn7q6dmQjMx08yZplnj_Q2wT6A,"[u'meal_takeaway', u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Izumiicchoume.98.1
ChIJg6pFFxnzGGARtbLsF54aj98,35.6771244,139.6674811,レインボー,,+81 3-6300-6375,,Izumiicchoume,2,,http://www.karaoke-rainbow.com/,,"[u'cafe', u'food', u'point_of_interest', u'establishment']",Toei.Izumiicchoume.98.1
ChIJCXhrvqsmGWARHnsvDXZhIvU,35.7886591,139.2878664,McDonald's,3.1,+81 428-23-3304,5,Jeieinishitoukyoumae,1,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",https://map.mcdonalds.co.jp/map/13191,CmRaAAAA3C19yalAc6OGgdwlKG1_F-15ekVvw6KV74ZjrokTLF425UdZxf9Tvx8jVpgT2gtDkIBUgc9DHOKoIjP8cQrdUqVeaR43cwseaXrsYQjr26L83qJOG5efVBt3eOqPO5oMEhDIBbaIrITkCXt5jg215SxUGhTqWVjqYfOPrzZjy_vabs8Pm2LddA,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Jeieinishitoukyoumae.323.1
ChIJHzWQ7KwmGWAR_XljuowtIsw,35.788061,139.290606,Yumean,3.2,+81 428-21-5174,5,Jeieinishitoukyoumae,2,"[u'Monday: 10:00 AM \u2013 12:00 AM', u'Tuesday: 10:00 AM \u2013 12:00 AM', u'Wednesday: 10:00 AM \u2013 12:00 AM', u'Thursday: 10:00 AM \u2013 12:00 AM', u'Friday: 10:00 AM \u2013 12:00 AM', u'Saturday: 10:00 AM \u2013 12:00 AM', u'Sunday: 10:00 AM \u2013 12:00 AM']",http://www.skylark.co.jp/yumean/,CmRaAAAA5SIAR6TUfMDZdbND_yvSwW0EbvGPWA5jfe_mSyk1mwtz7zPztsDXW-fOBtBmtx0ButeiDejLAYhM5J-WduWTCXiUQmAzJUvBab61ioO5BooX4Za_wD4dUNKqd7ysApk7EhDgd9OmKEDWBYJqaEu22wKMGhQnSF04bhkfbf0wyLNQ6EUf88IZ3Q,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Jeieinishitoukyoumae.323.1
ChIJTUz-Q5iMGGARSvaacFpmhqw,35.672451,139.713155,（財）脇田美術館 東京事務所,,+81 3-5785-4138,,Jinguumaeicchoume,,,http://www.wakita-museum.com/,,"[u'museum', u'point_of_interest', u'establishment']",Toei.Jinguumaeicchoume.758.1
ChIJnRJnNUOLGGARI8rzGiPxTb0,35.653323,139.707737,渋谷区ふれあい植物センター,3.8,+81 3-5468-1384,5,Jissenjoshigakuemmae,,"[u'Monday: Closed', u'Tuesday: 10:00 AM \u2013 6:00 PM', u'Wednesday: 10:00 AM \u2013 6:00 PM', u'Thursday: 10:00 AM \u2013 6:00 PM', u'Friday: 10:00 AM \u2013 6:00 PM', u'Saturday: 10:00 AM \u2013 6:00 PM', u'Sunday: 10:00 AM \u2013 6:00 PM']",http://www.botanical-fureai.com/,CmRaAAAA7RS7qP06hLDb_q-n8iIenqUh000OQs8p2iTrgaW8y5sjo-CdggcM2pHBCQe_shWkuoBSWXOIpSYodCB8HW0MYM1vJ7W2q7l4iZtfVNaSL9VF7UL1ox6gR6h6reSmsmz9EhBACFIRnx4JNfMDoEGy7_zxGhSFq47FiM2QMXMMoswQw0900I9DFA,"[u'park', u'point_of_interest', u'establishment']",Toei.Jissenjoshigakuemmae.749.1
ChIJ26qI0sCOGGAREJ3FumNHkXQ,35.7116114,139.7952968,孔雀堂 画廊,,+81 3-3845-1200,,Kaminarimonicchoume,,"[u'Monday: 11:00 AM \u2013 7:00 PM', u'Tuesday: 11:00 AM \u2013 7:00 PM', u'Wednesday: 11:00 AM \u2013 7:00 PM', u'Thursday: 11:00 AM \u2013 7:00 PM', u'Friday: 11:00 AM \u2013 7:00 PM', u'Saturday: 11:00 AM \u2013 7:00 PM', u'Sunday: 11:00 AM \u2013 7:00 PM']",,,"[u'art_gallery', u'point_of_interest', u'establishment']",Toei.Kaminarimonicchoume.2465.1
ChIJRb5qQISOGGAR6cim6evD4Hs,35.722223,139.779351,台湾料理桃園,3.4,+81 3-3873-5366,5,Kaminegishi,2,,,CmRaAAAAFpS5Z9bkJWKZfhv2z63FOIaiAR2sf1yf0VcP2tSrewKjHJ7tWVNYfQnTsdsUIqqBQqNJ6bPKtu8Jo2w8Trd7AHACnoXH_zTwB37ynXOLJ6i8Sx3Ni1Cf-E18vS0kLm53EhAl8S3-snppEpWhPc6aSzx4GhT66HDc4yLW1X6dGkXhKBJqY2pZqg,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Kaminegishi.356.1
ChIJVyyPomGOGGARbFSKGl3H2-E,35.7227902,139.7797421,Gekko,4.3,+81 3-5849-4569,5,Kaminegishi,2,"[u'Monday: 12:00 \u2013 7:30 PM', u'Tuesday: 12:00 \u2013 7:30 PM', u'Wednesday: 12:00 \u2013 7:30 PM', u'Thursday: 12:00 \u2013 7:30 PM', u'Friday: 12:00 \u2013 7:30 PM', u'Saturday: 12:30 \u2013 7:00 PM', u'Sunday: 12:30 \u2013 7:00 PM']",http://minowa-gekko.com/,CmRaAAAA3Flyflg3Jn0EXjqjAHA03Y9ZJAG6ReuJ2wyyqG__6ko7zQIRmKCuhEG6RZMGBRFLcSUKuZvfzxcqYKgagvtcXsu9xRx1gh_FM1wAgDCPQQ6cSZzVzvvhaOz8ewm3_eOPEhDRZ9NRFfBRr1BXd-BoPpAbGhT83dxnovW2xxS69wNVgmdhpp_x5w,"[u'restaurant', u'store', u'food', u'point_of_interest', u'establishment']",Toei.Kaminegishi.356.1
ChIJXaEV1YSOGGARWqlCnyhDE8c,35.7193647,139.7804535,蒲焼 割烹 根ぎし 宮川,3.9,+81 3-3842-4141,5,Kaminegishi,2,"[u'Monday: 11:00 AM \u2013 9:00 PM', u'Tuesday: Closed', u'Wednesday: 11:00 AM \u2013 9:00 PM', u'Thursday: 11:00 AM \u2013 9:00 PM', u'Friday: 11:00 AM \u2013 9:00 PM', u'Saturday: 11:00 AM \u2013 9:00 PM', u'Sunday: 11:00 AM \u2013 9:00 PM']",http://www.geocities.jp/negishimiyagawa/index.html,CmRaAAAAAg1455hVbOzD-_M9dGImynif-dJCDH34Mm95CAvFFpvHo4ERSIXC6XWb2pF_YMaLPzb9fkwx63pKtqQNjFzXF9pnY8p5jUcBWvUEFK1qBhsWSRxGU8PHiCPIVX0KkdTmEhBNHLFf61-2-4vhoXm0T-YlGhRJzs_iGMftpvcUqDIi7lNfU9dznA,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Kaminegishi.356.1
ChIJN9NnvzDtGGARyCxiCAuNJNQ,35.7495622,139.6821659,Komone 2-chome Park,3,,5,Kaminonebashi,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",,CmRaAAAAaV_fRChfu6f5X7Rr67MurHgbOzrV67FRapfCjHG4Hqbm0vMidyIEX-zu8ysIrrhurIHUd_17D09hPnOYxGD53nEP-FphPP9dVqdRBPV-iY4JSxGBQ1jlDioyXrZ6ML_yEhASK7vIGoo2cH5hSGV91bPSGhRK3qK38jH4VQKo5yh14WuSiH6ocw,"[u'park', u'point_of_interest', u'establishment']",Toei.Kaminonebashi.357.1
ChIJLxpiSTPtGGARXciZmt20-hc,35.7530526,139.6908147,Guchoku,4.2,+81 3-5879-4818,5,Kaminonebashi,1,"[u'Monday: Closed', u'Tuesday: 12:00 \u2013 2:40 PM, 8:00 \u2013 9:40 PM', u'Wednesday: 12:00 \u2013 2:40 PM, 8:00 \u2013 9:40 PM', u'Thursday: Closed', u'Friday: 12:00 \u2013 2:40 PM, 8:00 \u2013 9:40 PM', u'Saturday: 12:00 \u2013 2:40 PM, 8:00 \u2013 9:40 PM', u'Sunday: 12:00 \u2013 2:40 PM']",https://twitter.com/guchokuitabashi?s=09,CmRaAAAA_3z7hwdD2QzjRfNwu6v0-ASoq6m79W2l-MDBm_homkL3ZX5G7fIfmjluaI5chTPUIjnZByHdFxkdOcbEUOcKhU1TMbVt3YHsUQcyOXUt7_whw0qvcZVTSHBB5Gg7YJ9KEhAtufx_BsJfpwKcXR8j3E6jGhTYfxV_YgAsmNLpD6sH3MceAK32MA,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Kaminonebashi.357.1
ChIJxVqHJDDtGGARnTOvwrfaWYg,35.7529274,139.682546,メアのチェーンソー,,,,Kaminonebashi,,,,,"[u'park', u'point_of_interest', u'establishment']",Toei.Kaminonebashi.357.1
ChIJs5bFfjTtGGARp7s7sU9c62Q,35.750903,139.688312,青山,,+81 3-3955-0496,,Kaminonebashi,,,,,"[u'cafe', u'food', u'point_of_interest', u'establishment']",Toei.Kaminonebashi.357.1
ChIJDSTD5i_tGGAR0mNWmqqBtJE,35.7534878,139.6820011,東新児童遊園,2,,2,Kaminonebashi,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",,,"[u'park', u'point_of_interest', u'establishment']",Toei.Kaminonebashi.357.1
ChIJlXr22NqNGGARybNRD7rqMv4,35.7330331,139.7634587,日暮里第二児童遊園,3,,1,Kamitabata,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",https://www.city.arakawa.tokyo.jp/smph/shisetsu/koen/jidoyuen/nipporidai2.html,,"[u'park', u'point_of_interest', u'establishment']",Toei.Kamitabata.352.1
ChIJm773QduNGGARVaduNjxJHdo,35.7347238,139.7638844,Tabatadai Park,3.8,,5,Kamitabata,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",,CmRaAAAAFENY_rzkycbW4nanRzZX9UOtw3jhfUPNxg-xp9hp2SfYQ9tBaogtb2YdL-SpARlbxDh5Jb5QJwXq9Te2hmC0NJP4x17anXHgUcRQc8KgvkeNo-vVDZGXzFSGpUdXjeQJEhBHbphxcYXoHZNfyJm7TgcYGhQ_cKFPf2Sx3bsV3Ja1qL8HdNqHow,"[u'park', u'point_of_interest', u'establishment']",Toei.Kamitabata.352.1
ChIJL1iRkL2LGGARx7_jxqunqyE,35.658597,139.7453697,One Piece Tower Tokyo,4.5,+81 3-5777-5308,5,Kamiyachouekimae,,"[u'Monday: 10:00 AM \u2013 10:00 PM', u'Tuesday: 10:00 AM \u2013 10:00 PM', u'Wednesday: 10:00 AM \u2013 10:00 PM', u'Thursday: 10:00 AM \u2013 10:00 PM', u'Friday: 10:00 AM \u2013 10:00 PM', u'Saturday: 10:00 AM \u2013 10:00 PM', u'Sunday: 10:00 AM \u2013 10:00 PM']",http://onepiecetower.tokyo/,CmRaAAAAQ321MZS-RLbXi22fD_6fxvxNzucLBoZ0Ey_lJofPio89MUv2_y0renx5c2gsU6XxmMrfiDG2rOaKr3pHk0WJIJoGM9dY5i2EY5LxogDxhF2NeVzhdCFhHSir9-R0eVRQEhC0xepJQGWAYc0ZibyG55XhGhQtooRyk95-rRi7l9U_V2YSVV0vsw,"[u'amusement_park', u'point_of_interest', u'establishment']",Toei.Kamiyachouekimae.360.1
ChIJ_VrbdDjzGGARfJ5vLhrC3fQ,35.6697978,139.6795942,Gallery in fields,,+81 3-5453-6391,,Hatagayaekimae,,,,,"[u'art_gallery', u'point_of_interest', u'establishment']",Toei.Hatagayaekimae.1219.1
ChIJhUIC-SLzGGAR9fnP20ATWtU,35.6782196,139.6728207,幡ヶ谷二丁目児童遊園地,3.6,,5,Hatagayaekimae,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",https://www.city.shibuya.tokyo.jp/est/park.html#sasazuka,,"[u'park', u'point_of_interest', u'establishment']",Toei.Hatagayaekimae.1219.1
ChIJC5hG8UfzGGARPncLNPIQHms,35.6694618,139.6800331,NODE,3.7,+81 3-3466-0497,5,Hatagayaekimae,2,"[u'Monday: 10:00 AM \u2013 11:00 PM', u'Tuesday: 10:00 AM \u2013 11:00 PM', u'Wednesday: 10:00 AM \u2013 11:00 PM', u'Thursday: 10:00 AM \u2013 11:00 PM', u'Friday: 10:00 AM \u2013 11:00 PM', u'Saturday: 10:00 AM \u2013 11:00 PM', u'Sunday: 10:00 AM \u2013 11:00 PM']",http://welcometonode.jp/uehara/,CmRaAAAAnMDpQX28UkRbeSdlXfhzXWSNgnI6UfOU5XkkBwLYB8v3doxdbawF_s8snalAdeC1UbRKxEu3jfJGrzi-YCtR4wR_wXYgOfuTCEwHpzyrizVQ_LeQQkhW4pYOodM0EbVcEhCpCn8euiYdq62WHkv5bNVFGhQnphmHKzBmuJIuMk_Uj3QKE9EnnA,"[u'cafe', u'bar', u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Hatagayaekimae.1219.1
ChIJiV7dsz7zGGARRz3gMDSZviY,35.6715401,139.67538,Yoyogi ?yama Park,3.9,+81 3-3463-2876,5,Hatagayaekimae,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",,CmRaAAAAmiiwb5ECWdtBPDUdioTsD4iaAKN41EU75yLeLdWpvIuvlcx51kpDrjaOOj7OgjdnmEPvBn2cI00GW-h59RqyzyZY36UFfOuArpviTmFBj8_48ynN_F-2aqLWyPji4FXUEhBiX_5Ffg4J4INI2wUC8zJJGhTHFwggH0NmIHwiZXsjhufu29S0lg,"[u'park', u'point_of_interest', u'establishment']",Toei.Hatagayaekimae.1219.1
ChIJqbr4MiPzGGAR_hUdR23XvXQ,35.676708,139.6740472,Hatagaya Komachi Shokud?,3.4,+81 3-3376-6792,5,Hatagayaharamachi,2,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",http://arc-komachi.jp/,CmRaAAAAebeKO8BRrxC4k61KcQXiz3e2TMjXFv6NUyMUNZa2IS9kADHPR73jzdR90ru_ZPbcPm9FqLGTPvRKOJ2t97bOYZSMqfczt0ehJ55EwC3XWjpQ0qWbINt7XuI4N5_hWbvZEhAAwb5J9DaHhBX9tLJc2aE4GhTeQd3svxriJarwH0ZWZU0mDeAhvQ,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Hatagayaharamachi.1220.1
ChIJ___jiCTzGGARO9KhaDhbhVQ,35.6797135,139.6765446,Renge Shokudo Hatagaya,4.1,+81 3-3374-2776,5,Hatagayaharamachi,1,"[u'Monday: 11:30 AM \u2013 2:00 PM, 5:30 \u2013 11:30 PM', u'Tuesday: Closed', u'Wednesday: 11:30 AM \u2013 2:00 PM, 5:30 \u2013 11:30 PM', u'Thursday: 11:30 AM \u2013 2:00 PM, 5:30 \u2013 11:30 PM', u'Friday: 11:30 AM \u2013 2:00 PM, 5:30 PM \u2013 12:00 AM', u'Saturday: 11:30 AM \u2013 12:00 AM', u'Sunday: 11:30 AM \u2013 11:00 PM']",,CmRaAAAANwcMBEnuKN-ZyLnwUf6Q-7YOrfs8gOX1J8Xohl7IBYt_GH1ZuFvvuGk94A1V479HDUUGoI8MughZB9MqBSeNFpZxgOuB68L8OhKa1UW7mfoyfFRS_IbaY8ChlGEgMEmSEhDRLnbvQPhjAHuw-tLQbiHmGhSTMC08gxMpW-JAeuOrKUYPK0jhIA,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Hatagayaharamachi.1220.1
ChIJnYWsl14kGWARi2AReBHFg7U,35.7907643,139.2478826,藜蘆,,+81 428-24-0291,,Hatanakaicchoume,,,,,"[u'cafe', u'food', u'point_of_interest', u'establishment']",Toei.Hatanakaicchoume.540.1
ChIJuzq6d24kGWARNJr_WGEFYR0,35.7843681,139.2586985,ティールーム,4.4,,5,Hatanakaicchoume,,"[u'Monday: Closed', u'Tuesday: Closed', u'Wednesday: Closed', u'Thursday: Closed', u'Friday: Closed', u'Saturday: 11:00 AM \u2013 5:00 PM', u'Sunday: 11:00 AM \u2013 5:00 PM']",,CmRaAAAAxMI4N6ehN-bEC8VtSFWTDlbnxFCs-CZQy3DBAOUn1vpkwwFCBmkn3NdyrEjXCNrGdkroh3S2eqPFa5yGLomtU2Y51CgVnB_kTzcs-7ha8nFWHrDDZcmDSGG1ruNRH6gfEhC4h53YnknVBT3CfDxSaI4zGhTNn1JqbCTxxceI1FdpQvXvKBE24w,"[u'cafe', u'food', u'point_of_interest', u'establishment']",Toei.Hatanakaicchoume.540.1
ChIJVVWyUF0kGWARKXqh-jXOP6I,35.7899112,139.253149,茶房ふきのと,5,+81 90-7271-5865,3,Hatanakaicchoume,,"[u'Monday: 10:00 AM \u2013 5:00 PM', u'Tuesday: Closed', u'Wednesday: 10:00 AM \u2013 5:00 PM', u'Thursday: 10:00 AM \u2013 5:00 PM', u'Friday: 10:00 AM \u2013 5:00 PM', u'Saturday: 10:00 AM \u2013 5:00 PM', u'Sunday: 10:00 AM \u2013 5:00 PM']",,CmRaAAAAq7VcjmLOCA6wQPCjBcoUVNSEJMFj6emJl_ehJLTJm6tktfc9eVHvjMGDDFli6B4cp9PK_XwnZljnekKaNIA-UweTrqw6N3TQI_nnQGPh5D-heI4AocJr8hLJe9p8OHKbEhBcK3MrYk34JI-I0J9lxj1FGhTQYcI95chos1uZ22N-rxdOmWpuWg,"[u'cafe', u'food', u'point_of_interest', u'establishment']",Toei.Hatanakaicchoume.540.1
ChIJVVXJ_24kGWARlno5SeiE8S4,35.7841944,139.2563259,旧宮崎家住宅（重要文化財）,3.5,,2,Hatanakaicchoume,,,,CmRaAAAAo8TzI9TwKE7RTwFxApeI7WrUocZjqGmDW1mBsdueBsn9AYUyyaKzeBvVgkmlwpu9kBse1qEJ5AOQtLvlbLED3LJXU1T7D_pJQi0zFVwvrBe33xe6Rr47VGYkilwtUzGmEhBjjIOI96HMTfls_jQPNpinGhRXfi6HGMRop9F-raJX1avQ2rznvg,"[u'museum', u'point_of_interest', u'establishment']",Toei.Hatanakaicchoume.540.1
ChIJ9dnzhYokGWARQns8MU4kfCg,35.7835238,139.2429935,Hatanaka Park,3,,4,Hatanakaicchoume,,,,CmRaAAAAaeDZ1JX8zU_T0aCz5Q87ubaTXOdOKXj3oqN9ofREluQsYJ4rvbNCt_em2uP8oOqCqKqGekz_sJA6LbVa_SZw20tjWj3MLdWw6vepe_Aze0oM13bUO-PPL9aRek9Av7ACEhD5zbWxMask6mdIWWrOs123GhRuGnoSdK7he3nfk7sRPcqjsfdJ_w,"[u'park', u'point_of_interest', u'establishment']",Toei.Hatanakaicchoume.540.1
ChIJfR8AOGYkGWARzm_RdSkiLWM,35.786487,139.2524711,青梅大学いも学部,4.3,+81 428-25-0106,5,Hatanakaicchoume,,"[u'Monday: Closed', u'Tuesday: 10:00 AM \u2013 6:00 PM', u'Wednesday: 10:00 AM \u2013 6:00 PM', u'Thursday: 10:00 AM \u2013 6:00 PM', u'Friday: 10:00 AM \u2013 6:00 PM', u'Saturday: 10:00 AM \u2013 6:00 PM', u'Sunday: 10:00 AM \u2013 6:00 PM']",http://omemiyage.main.jp/,CmRaAAAAkRGGomFCjRiiNMX-Rd668Xqw7QSz__bW8Gx9rzNisgx_haCHITGkLDpyhNXj7MfMKoJil6rdKmKlAj4SaXoyl1MVAtBxnNjISoagTRWGDjj5uPJFq1ieTcVRJ0A9OobYEhCO1DgsUmn-pD7zbhtbqCC9GhSWTuEUbtxF58kx1F6Y9F-_6fDz2g,"[u'cafe', u'food', u'point_of_interest', u'establishment']",Toei.Hatanakaicchoume.540.1
ChIJM5iftmAkGWARyDyKgycK5Hw,35.7867213,139.2483419,Oyanagi Park,3,,1,Hatanakaicchoume,,,,CmRaAAAAqjK46Q5-1TPeBj-cxG7zxFARAQUlKXSRp7sKYjDtRFKFOQvsxAZYShQVRvGfN7YQnwcstsTy1lzQl0Io2vQHd_xtVoRRMS50GLsxrqu0dwqop7VUyOg3qbvXQ3iUqn2UEhBjvTT9yfF-7qZpf5yPNoFgGhQvZcPq622zzDI-3alB0uVpMTqhjg,"[u'park', u'point_of_interest', u'establishment']",Toei.Hatanakaicchoume.540.1
ChIJw46aNGAkGWARi4hU960CQPA,35.7839345,139.244586,居酒屋けんちゃん,4,+81 428-24-4622,4,Hatanakakoukaidoumae,,,,,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Hatanakakoukaidoumae.1222.1
ChIJBTaZXIokGWARuw2oWCCbKLU,35.782307,139.242044,焼鳥たかます,4,+81 428-23-6582,2,Hatanakakoukaidoumae,,,,,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Hatanakakoukaidoumae.1222.1
ChIJox9dviXzGGAR3f8z-KYLnNk,35.6820047,139.6795271,児童館 青少年センター,,,,Hatashiro,,,,,"[u'museum', u'point_of_interest', u'establishment']",Toei.Hatashiro.1223.1
ChIJpY091jrzGGAR6e0aVVuVjkI,35.6767449,139.6744456,心や,3.8,+81 3-3376-3370,5,Hatashiro,1,"[u'Monday: 11:30 AM \u2013 3:00 PM, 6:00 PM \u2013 3:00 AM', u'Tuesday: 11:30 AM \u2013 3:00 PM, 6:00 PM \u2013 3:00 AM', u'Wednesday: 11:30 AM \u2013 3:00 PM, 6:00 PM \u2013 3:00 AM', u'Thursday: 11:30 AM \u2013 3:00 PM, 6:00 PM \u2013 3:00 AM', u'Friday: 11:30 AM \u2013 3:00 PM, 6:00 PM \u2013 3:00 AM', u'Saturday: 11:00 AM \u2013 3:00 AM', u'Sunday: 11:00 AM \u2013 3:00 AM']",http://gamushara.tokyo/gamushra-group/cocoya,CmRaAAAAuMOCTgRX61oyf9TzcscFqabydEWaVGA-GipW_pfEaGdGjLKfgCVaYHf3yH-Zz3gsFqixPnEfeSaUj8mfzbMAmASvmhHEs7KWwizUNl253tRcVu3o3rmYU-qc5OhVD9AdEhB4-AikNar3NcqayLPOXYLsGhQsLlQxfguCNlqRSGiudH48XgaVsA,"[u'restaurant', u'food', u'point_of_interest', u'establishment']",Toei.Hatashiro.1223.1
ChIJu9AdiCHzGGARW-v8Y6EIPEs,35.680632,139.672547,ギャラリー・アオキ,,+81 3-3378-2288,,Hatashiro,,,http://www.gallery-aoki.com/,,"[u'art_gallery', u'point_of_interest', u'establishment']",Toei.Hatashiro.1223.1
ChIJ_78fLjvzGGARdRwsj0G0F2w,35.6776992,139.677743,Rokugo Dori,4,,1,Hatashiro,,,,,"[u'shopping_mall', u'point_of_interest', u'establishment']",Toei.Hatashiro.1223.1
ChIJ0dUYRyXzGGARBHNKbzRThK8,35.6796564,139.6797905,本町一丁目児童遊園地,5,,1,Hatashiro,,"[u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours']",https://www.city.shibuya.tokyo.jp/est/park.html#hatudai,,"[u'park', u'point_of_interest', u'establishment']",Toei.Hatashiro.1223.1
ChIJ7So5ziTzGGARANR4e0yCWJE,35.6783999,139.6776686,（有）八穂昭,4.5,+81 3-3374-0040,2,Hatashiro,,,,CmRaAAAAJUeAmbRFjJ4Fo_iv0UmDLSB_xRIurUtDQE-oRQQUMagl6DAcIz-TMo3u02lnZvpP6nFNuhrNMCMty1HGXf2PGqZp0c0C8qi1MVmgnKHD4rPfWOCUMiPdjjGbc5dpjWdoEhCmrbeO0Y8WLe_NFP4UADVjGhS945o2qYY0eEaE5-o_TEJjm4ttCw,"[u'shopping_mall', u'point_of_interest', u'establishment']",Toei.Hatashiro.1223.1
ChIJabnvSjvzGGARetPVZXtmh8k,35.677671,139.6769669,7CAFE,3,+81 80-4410-7757,5,Hatashiro,2,"[u'Monday: 11:30 AM \u2013 10:30 PM', u'Tuesday: Closed', u'Wednesday: 11:30 AM \u2013 10:30 PM', u'Thursday: 11:30 AM \u2013 10:30 PM', u'Friday: 11:30 AM \u2013 11:15 PM', u'Saturday: 11:30 AM \u2013 11:15 PM', u'Sunday: 11:30 AM \u2013 11:15 PM']",http://7cafe.jp/,CmRaAAAAKMU690ugAVQc__xTglW8qRD00q2bZFiD7-EV34mY1GhVur_ILUlolOSZ0_adHYjhIAtpntdVo8IlTHWSJ4t_U_6zgZYjpivAzBsCHASApoWI2o69WDPT9uBqo6Yu-ghWEhD1T7MLoFfGLOKCYs9yteFpGhQaYIRggDLD4wSo4yBz7pKdMyz-Ww,"[u'cafe', u'food', u'point_of_interest', u'establishment']",Toei.Hatashiro.1223.1
ChIJdcEIxCTzGGARrYudWYwfq3g,35.6787874,139.6774648,六号通商店街,4,,2,Hatashiro,,,,,"[u'shopping_mall', u'point_of_interest', u'establishment']",Toei.Hatashiro.1223.1
